-3.859289358 138.2808988
-4.54051674 125.7158721
-4.322523979 104.625901
-3.505051121 98.43605011
-3.614047503 102.3649375
11.89068769 103.106237
18.48496874 104.4405762
29.05761769 104.2923162
31.8642745 104.8112259
36.60561707 108.1470737
40.77472865 110.5933621
46.08830222 115.1523541
49.6034355 119.822541
49.19469908 120.8232953
49.6034355 125.1598975
48.37722622 125.4934823
45.51607122 127.2726011
44.61685108 128.8293301
41.83744336 130.9420337
38.89454107 133.8331018
36.19688065 135.8346104
31.2920435 137.3913394
25.48798622 138.8368735
20.82839093 139.6152379
18.1307305 139.0592633
16.00530107 138.8368735
13.5528825 138.2808988
10.6917275 137.8361191
7.994067071 136.2793901
6.113879499 134.6114662
3.007482641 130.497254
3.007482641 127.9397706
1.69952607 126.8278214
-0.01716692968 124.8263127
-1.079881645 122.2688294
-1.16162893 121.37927
-0.1806615019 118.7105917
0.2280749269 116.1531084
3.252724499 113.9292099
4.805922927 111.8165063
6.522615928 111.2605317
5.70514307 110.5933621
7.503583357 108.7030483
12.24492593 108.7030483
19.76567622 107.0351244
25.48798622 104.5888361
32.51825279 103.2544969
46.00655493 104.700031
48.94945722 105.3672005
55.73448193 105.8119802
62.35601208 107.702294
61.62028651 108.9254382
64.07270508 108.7030483
65.13541979 106.8497996
